-0.007263083,-0.005827357,-0.007600901,-0.006502993,-0.007685355,-0.009036626,-0.010641261,-0.006334084,-0.008783263,-0.008023173,-0.008360991,-0.008192082,-0.010472352,-0.008698808,-0.008445445,-0.009036626,-0.008867717,-0.008360991,-0.008107627,-0.008192082,-0.008783263,-0.009881171,-0.008445445,-0.008529899,-0.007769809,-0.007178628,-0.008192082
-0.007094174,-0.006587447,-0.007431992,-0.007769809,-0.008698808,-0.009036626,-0.010979079,-0.006671902,-0.008867717,-0.008867717,-0.008867717,-0.008783263,-0.010472352,-0.009543353,-0.008276536,-0.009458898,-0.00928999,-0.008867717,-0.009796716,-0.007854264,-0.009374444,-0.010894624,-0.008867717,-0.009121081,-0.009205535,-0.010725715,-0.006249629
-0.007094174,-0.007347537,-0.008107627,-0.008276536,-0.009205535,-0.009796716,-0.01157026,-0.006418538,-0.009627807,-0.010303443,-0.009121081,-0.00928999,-0.010472352,-0.00928999,-0.009543353,-0.008783263,-0.009881171,-0.010472352,-0.009627807,-0.008529899,-0.010387897,-0.010979079,-0.009881171,-0.010556806,-0.011063533,-0.01005008,-0.007769809
-0.008867717,-0.008783263,-0.008360991,-0.009036626,-0.009205535,-0.010979079,-0.011908078,-0.006925265,-0.009796716,-0.012076986,-0.009121081,-0.009796716,-0.011232442,-0.008783263,-0.009881171,-0.009796716,-0.010641261,-0.010134534,-0.009543353,-0.010303443,-0.010641261,-0.011654714,-0.011316896,-0.011739169,-0.011739169,-0.008107627,-0.011823623
-0.010472352,-0.009374444,-0.010979079,-0.009205535,-0.009965625,-0.011739169,-0.011908078,-0.007938718,-0.01081017,-0.012076986,-0.009205535,-0.010556806,-0.012245895,-0.008867717,-0.010472352,-0.009965625,-0.01081017,-0.009965625,-0.011316896,-0.010218989,-0.011316896,-0.012752622,-0.012583713,-0.013005985,-0.012245895,-0.009627807,-0.012752622
-0.012076986,-0.010725715,-0.01309044,-0.010641261,-0.010472352,-0.011908078,-0.012752622,-0.009458898,-0.01157026,-0.011063533,-0.010303443,-0.010556806,-0.013597167,-0.008867717,-0.011485805,-0.009458898,-0.010894624,-0.01081017,-0.011823623,-0.009881171,-0.013597167,-0.01233035,-0.013681621,-0.01385053,-0.013681621,-0.011485805,-0.014357257
-0.014779529,-0.013005985,-0.013428258,-0.01309044,-0.011739169,-0.011485805,-0.013597167,-0.009796716,-0.011908078,-0.01081017,-0.011992532,-0.010641261,-0.014188348,-0.008698808,-0.011823623,-0.010641261,-0.010472352,-0.011823623,-0.012245895,-0.009458898,-0.01461062,-0.012245895,-0.014188348,-0.014863983,-0.016637527,-0.012499259,-0.01765098
-0.019086706,-0.0161308,-0.014103893,-0.014188348,-0.014103893,-0.011232442,-0.013259349,-0.011316896,-0.011739169,-0.011739169,-0.011823623,-0.012076986,-0.013343803,-0.008698808,-0.012414804,-0.011316896,-0.01081017,-0.012668168,-0.011823623,-0.009965625,-0.013934984,-0.01385053,-0.014779529,-0.0161308,-0.019086706,-0.013512712,-0.020944704
-0.024322882,-0.019846796,-0.015877437,-0.015201801,-0.013766075,-0.012583713,-0.012414804,-0.012583713,-0.01157026,-0.012837076,-0.011823623,-0.012245895,-0.013597167,-0.009205535,-0.012499259,-0.011147987,-0.011316896,-0.01233035,-0.01233035,-0.010303443,-0.014019439,-0.014695074,-0.01689089,-0.016384163,-0.020522431,-0.016046346,-0.023985064
-0.026772061,-0.021704794,-0.017397617,-0.016468618,-0.013934984,-0.013428258,-0.01233035,-0.011401351,-0.012583713,-0.01309044,-0.012076986,-0.01157026,-0.014103893,-0.010894624,-0.011908078,-0.01233035,-0.009965625,-0.012076986,-0.012921531,-0.010979079,-0.01385053,-0.015455164,-0.016553072,-0.018495525,-0.021198067,-0.017313162,-0.02694097
-0.025082972,-0.021535885,-0.016384163,-0.016637527,-0.016046346,-0.013259349,-0.012245895,-0.010979079,-0.012414804,-0.012921531,-0.011908078,-0.011401351,-0.014188348,-0.012245895,-0.012414804,-0.011147987,-0.010472352,-0.012245895,-0.012752622,-0.01157026,-0.015201801,-0.014441711,-0.015961891,-0.01841107,-0.021113613,-0.018242161,-0.02846115
-0.020269068,-0.020100159,-0.015201801,-0.017313162,-0.01537071,-0.013005985,-0.011992532,-0.011739169,-0.011316896,-0.012161441,-0.011401351,-0.011316896,-0.015708528,-0.012668168,-0.011401351,-0.010472352,-0.011063533,-0.012752622,-0.012837076,-0.011147987,-0.015286256,-0.013681621,-0.017313162,-0.016046346,-0.020860249,-0.018579979,-0.025082972
-0.015117347,-0.017988798,-0.015708528,-0.015032892,-0.013681621,-0.013934984,-0.011147987,-0.01081017,-0.011654714,-0.011147987,-0.01081017,-0.011908078,-0.015117347,-0.013174894,-0.011063533,-0.011232442,-0.01081017,-0.012583713,-0.012583713,-0.011063533,-0.013512712,-0.014019439,-0.016468618,-0.016046346,-0.021282522,-0.016384163,-0.019762341
-0.012161441,-0.015201801,-0.014441711,-0.012414804,-0.01309044,-0.013597167,-0.010556806,-0.009543353,-0.012583713,-0.010134534,-0.011316896,-0.010979079,-0.014863983,-0.012583713,-0.011823623,-0.010556806,-0.011739169,-0.011147987,-0.012583713,-0.011147987,-0.013005985,-0.01233035,-0.01537071,-0.015539619,-0.019086706,-0.015201801,-0.016975345
-0.010303443,-0.013512712,-0.011739169,-0.012245895,-0.011485805,-0.011654714,-0.011316896,-0.009374444,-0.012499259,-0.010725715,-0.010387897,-0.009965625,-0.015877437,-0.010894624,-0.011739169,-0.010218989,-0.011147987,-0.011063533,-0.012245895,-0.011232442,-0.011823623,-0.010725715,-0.014272802,-0.014019439,-0.015624073,-0.015286256,-0.013428258
-0.008614354,-0.012414804,-0.010979079,-0.010303443,-0.01005008,-0.01157026,-0.011063533,-0.009627807,-0.010641261,-0.011316896,-0.009458898,-0.010556806,-0.01461062,-0.011739169,-0.010472352,-0.009712262,-0.00928999,-0.011485805,-0.01233035,-0.010556806,-0.010218989,-0.010894624,-0.012076986,-0.012752622,-0.013681621,-0.013428258,-0.010725715
-0.007685355,-0.009965625,-0.009796716,-0.009458898,-0.009374444,-0.011401351,-0.009712262,-0.00928999,-0.010134534,-0.009965625,-0.010303443,-0.010134534,-0.013174894,-0.011823623,-0.009712262,-0.009121081,-0.009121081,-0.010725715,-0.011992532,-0.009543353,-0.010218989,-0.010556806,-0.010472352,-0.011401351,-0.012668168,-0.010472352,-0.009796716
-0.007600901,-0.007769809,-0.008445445,-0.00928999,-0.008952172,-0.010725715,-0.008276536,-0.008614354,-0.011147987,-0.008952172,-0.010134534,-0.009712262,-0.012583713,-0.009374444,-0.009965625,-0.009036626,-0.009458898,-0.010725715,-0.01081017,-0.008952172,-0.010218989,-0.010218989,-0.009036626,-0.010894624,-0.010894624,-0.008783263,-0.008445445
-0.007431992,-0.006756356,-0.008360991,-0.008023173,-0.009205535,-0.00928999,-0.007178628,-0.00928999,-0.009881171,-0.009627807,-0.008614354,-0.010218989,-0.01233035,-0.007516446,-0.009627807,-0.009881171,-0.008952172,-0.009458898,-0.01081017,-0.008445445,-0.008867717,-0.010979079,-0.008023173,-0.010303443,-0.008276536,-0.008360991,-0.007938718
