0.006925265,0.005996266,0.005911812,0.00532063,0.00380045,0.00380045,0.003884905,0.002449179,0.002026907,0.00228027,0.001604635,0.001604635,0.001182362,-8.44545E-05,0.000337818,8.44545E-05,-0.001435726,-0.001435726,-0.00152018,-0.002449179,-0.002702542,-0.003631541,-0.004729449,-0.004813904,-0.004898358,-0.006165175,-0.007178628
0.005911812,0.006249629,0.005742903,0.005236176,0.004476086,0.003462632,0.00304036,0.00380045,0.00380045,0.002618088,0.001942452,0.000844545,0.000675636,0.001097908,0,8.04261E-16,0.000675636,-0.000253363,-0.002364725,-0.002786997,-0.002786997,-0.003462632,-0.00380045,-0.004729449,-0.006671902,-0.010387897,-0.010979079
0.007938718,0.00684081,0.005911812,0.005236176,0.004982813,0.004729449,0.00380045,0.002702542,0.002195816,0.001182362,0.000168909,0.000506727,0.000168909,-7.69296E-16,8.44545E-05,-0.000506727,-0.001097908,-0.002364725,-0.001689089,-0.001773543,-0.003462632,-0.003884905,-0.004644995,-0.006165175,-0.007516446,-0.004982813,-0.005236176
0.008867717,0.006756356,0.005996266,0.005658448,0.005151721,0.004222723,0.003631541,0.003884905,0.003715996,0.002786997,0.002026907,0.001182362,0.000253363,0.000168909,0.000253363,-0.000506727,-0.001689089,-0.000844545,-0.001097908,-0.002702542,-0.00304036,-0.003547087,-0.004898358,-0.005996266,-0.006502993,-0.007769809,-0.009627807
0.010303443,0.010218989,0.007769809,0.00532063,0.004898358,0.004307177,0.004138268,0.002871451,0.001013453,0.000928999,0.001604635,0.001604635,0.00076009,-0.000253363,-0.001013453,-0.001013453,-0.000168909,-0.001013453,-0.002364725,-0.002449179,-0.002702542,-0.003969359,-0.004982813,-0.006418538,-0.007685355,-0.008445445,-0.009036626
0.010894624,0.008023173,0.007009719,0.005911812,0.004391631,0.004307177,0.003462632,0.002364725,0.001942452,0.00228027,0.00152018,0.000422272,-8.44545E-05,-0.000422272,-0.000675636,-0.001182362,-0.001604635,-0.001689089,-0.001689089,-0.001773543,-0.003462632,-0.004053814,-0.003715996,-0.004222723,-0.005236176,-0.007769809,-0.010641261
0.010725715,0.008614354,0.007009719,0.00532063,0.003124815,0.002364725,0.002786997,0.002702542,0.002449179,0.002026907,0.001351271,0.000675636,0.000506727,0.000422272,0.000506727,-0.000506727,-0.000844545,-0.001351271,-0.002786997,-0.002702542,-0.001604635,-0.001942452,-0.002702542,-0.003715996,-0.006671902,-0.008107627,-0.009543353
0.013681621,0.008360991,0.006165175,0.00608072,0.004813904,0.003462632,0.003631541,0.002533634,0.001435726,0.001097908,0.001013453,0.000422272,0,0.000928999,0.000253363,0,-0.000675636,-0.001351271,-0.000337818,-0.000506727,-0.001435726,-0.002026907,-0.003462632,-0.004307177,-0.005067267,-0.007094174,-0.009965625
0.010979079,0.007347537,0.004053814,0.001351271,0.001942452,0.00228027,0.001604635,0.00228027,0.00228027,0.001689089,0.000675636,0.001097908,0.001097908,-0.000591181,-0.000506727,-0.000168909,0.000168909,0.000675636,-0.000506727,-0.001182362,-0.000675636,-0.001013453,-0.002533634,-0.004053814,-0.004982813,-0.006925265,-0.009627807
0.004476086,0.00380045,0.003715996,0.003631541,0.001604635,0.000253363,0.000168909,0.00076009,0.000928999,0.000253363,0.00076009,0.00076009,0.000928999,0.000422272,-0.00076009,-0.001689089,-0.001857998,-0.00076009,8.44545E-05,-0.000506727,-0.00152018,-0.001773543,-0.000675636,-0.000928999,-0.002786997,-0.002786997,-0.004307177
-0.004813904,-0.00228027,-0.001013453,-8.44545E-05,-0.000337818,-0.000928999,-0.000591181,-0.000675636,-0.000253363,0.00076009,0.000591181,0.000928999,0.000844545,-8.44545E-05,-0.00076009,0.000844545,0.001689089,-8.44545E-05,-0.000928999,-0.00076009,-0.001689089,-0.001773543,-0.001266817,-0.000337818,0.001689089,0.000844545,-8.44545E-05
-0.007431992,-0.003715996,-0.002364725,-0.002786997,-0.002533634,-0.001013453,-0.000844545,-0.001266817,-0.001351271,-0.000506727,0.000928999,0.001182362,-0.000168909,-0.001182362,8.44545E-05,0.000168909,-0.000591181,8.44545E-05,0.000337818,0.000506727,0.001773543,0.002533634,0.001435726,0.00152018,0.002111361,0.002871451,0.00684081
-0.011739169,-0.008192082,-0.007938718,-0.005742903,-0.002026907,-0.002786997,-0.00304036,-0.000844545,-0.000168909,-0.000337818,-0.000168909,-0.000422272,0.000928999,0.002026907,0.000591181,8.44545E-05,0.000337818,8.44545E-05,0.000253363,0.000422272,0.001013453,0.001689089,0.003293724,0.004053814,0.00304036,0.004053814,0.007600901
-0.011485805,-0.00928999,-0.005489539,-0.00380045,-0.004307177,-0.002618088,-0.001435726,-0.001773543,-0.002111361,-0.001857998,-0.00152018,-0.000844545,-0.001013453,-0.001266817,0,0.000422272,-8.44545E-05,0.000675636,0.001942452,0.001689089,0.00152018,0.00304036,0.004222723,0.005067267,0.008783263,0.011147987,0.01157026
-0.009458898,-0.008107627,-0.007516446,-0.006334084,-0.004053814,-0.002195816,-0.002195816,-0.002449179,-0.001857998,-0.002618088,-0.002618088,-0.001351271,-0.001182362,-0.000253363,0.000253363,0.000253363,0.001689089,0.001604635,0.00076009,0.001266817,0.002533634,0.00380045,0.00532063,0.007094174,0.008360991,0.009374444,0.012414804
-0.00928999,-0.007854264,-0.006587447,-0.005067267,-0.003969359,-0.004307177,-0.003969359,-0.003715996,-0.002702542,-0.000675636,-0.000337818,-0.001266817,-0.00076009,-0.001266817,-0.001351271,0.000422272,0.001351271,0.002871451,0.003209269,0.003293724,0.004307177,0.004476086,0.004982813,0.006671902,0.008614354,0.011401351,0.012921531
-0.011063533,-0.009121081,-0.006756356,-0.006249629,-0.005827357,-0.004644995,-0.003462632,-0.002026907,-0.002195816,-0.002364725,-0.002195816,-0.001689089,-0.000337818,0.00152018,0.00228027,0.001857998,0.001689089,0.001097908,0.001857998,0.003124815,0.003124815,0.003293724,0.004729449,0.005996266,0.006418538,0.007600901,0.009965625
-0.00608072,-0.005742903,-0.00456054,-0.003547087,-0.003378178,-0.003462632,-0.002533634,-0.001857998,-0.002026907,-0.001857998,-0.000844545,-0.00076009,-0.001097908,8.44545E-05,0.00152018,0.001773543,0.001689089,0.001942452,0.002364725,0.002871451,0.003462632,0.003631541,0.003969359,0.004644995,0.006502993,0.008783263,0.009458898
-0.007263083,-0.006418538,-0.006502993,-0.006165175,-0.00532063,-0.004053814,-0.002449179,-0.002702542,-0.001942452,-0.00152018,-0.001689089,-0.00076009,-0.000675636,0.000253363,0.001013453,0.000253363,-3.49655E-17,0.00152018,0.002364725,0.002364725,0.003631541,0.004053814,0.003969359,0.004898358,0.006249629,0.007009719,0.007263083
